ID,Title,Price_Location,Body_Text
584,3 beds · 2 bath · Apartment,$270 / Month,"This is an outstanding apartment complex that I've stayed at for 2 years. I'm selling my current contract because I will be out of town until I move back for the fall semester. Rent has been dropped to $270 a month. The contract includes a parking permit, which is an additional $15 a month if you choose to use it. The apartment space has 3 shared bedrooms, each with large closets, and 2 shared bathrooms. There is also a large kitchen and a living areas. Wifi is included.
The ...
See More"
585,Contract at Alpine Village June-August 2020 private mens room,"$350 · Provo, UT","I am moving in to a house on June 1st, if you would like to take over my contract at alpine village for June, July and August with the option to renew. I will sell the contract to you for $350 a month. Rent is typically $540 with the private underground parking, so you would be saving quite a bit of money. Contact me if you would like to live here for the rest of the summer starting in June, I’ll give you a great deal!!"
586,3 beds · 2 bath · Apartment,$270 / Month,"This is an outstanding apartment complex that I've stayed at for 2 years. I'm selling my current contract because I will be out of town until I move back for the fall semester. Rent has been dropped from $350 a month to $270 a month. The contract includes a parking permit, which adds on an additional $15 to rent if you so choose. The apartment space has 3 shared bedrooms, each with large closets, and 2 shared bathrooms. There is also a large kitchen and a living areas. Wifi i...
See More"
587,Large Vineyard Townhome - 5BR available end of Aug,"$2,495 · Orem, UT","NEW Townhome in Vineyard with beautiful views of Lake and Mountains at doorstep
Beautiful Townhome located in Vineyard, UT, with breathtaking mountain and lake views.
Property includes 5 bedrooms total, with 3.5 bathrooms, and over 2500+ sqft of completed livable space. Rent can divided amongst 5 bedrooms with master and basement being larger. ...















See More"
588,Looking for a room,"$300 · Provo, UT",I’m looking for a room in Orem or vineyard!! private or shared! If anyone has anything message me and let me know!
589,ISO 2 Fall Contracts,"$400 · Provo, UT","ISO: 2 fall contracts for a mission companion and me. We prefer a basement or house close to BYU campus. Can be shared or private room, must have in unit laundry and easy access to parking. No more than $400 including utilities and internet. Let me know what you got!"
590,"Shared Women's Room, Available Now Through August 15","$210 · Provo, UT","Shared women's room available from now until 08/15/2020.
Located four blocks south of BYU campus (it is BYU-approved), a short distance from the Provo City Center Temple and lots of shops, restaurants, etc.
Amenities:...
See More"
591,"Women's Shared Room, Available for Summer","$210 · Provo, UT","Shared women's room located four blocks south of BYU campus (and BYU-approved), a short distance from the Provo City Center Temple and plenty of restaurants/shops/etc. Available from now until 08/15/2020.
Amenities:
- fully-furnished...
See More"
592,1 bed · 1 bath · Apartment,$815 / Month,This is still available! Move in THIS WEEK!! $815/mo includes utilities! And you have access to free use of washer and dryer! Message me!!
593,summer contract,"$160 · Provo, UT","Newly lowered price, get em while it's still hot!! $160 a month plus utilities. This is a lovely shared apartment which is 100% Corona free! Roughly a 13 minute walk to BYU campus and close to the socially distant night life of center street. Available starting the 19th of May! Four roommates share this two bedroom beauty, 2 of them have moved back home and occasionally come back to let me know they're still living. Priority goes to those who contact via phone: 2089008234. Happy housing hunting and stay safe out there!"
594,Looking for a place with 2 or 3 spots,"$350 · Provo, UT",Looking for a nice men’s place with 2 or 3 open spots. Anywhere from $150 to $400. Preferably private rooms but we could do shared as well
595,Private room females,"$350 · Provo, UT","PRIVATE ROOM!!! I’m selling my private room :). You can move in as soon as possible
- two refrigerators
- Bathroom only shared with only one other girl
- Private parking at no additional charge
- Furnished living room and dresser ...







See More"
596,"CHEAP, CONVENIENT, and NICE shared room from May 20 to Aug 20!","$160 · Provo, UT","$160 per month plus a 50-dollar transfer fee including UTILITIES and PARKING! The original price is 375 dollars, but I have to sell my contract ASAP because of graduation and heading back to my hometown. Greatest roommates you can ever ask for (super chill and clean). The location is AMAZING because it’s only a 3-min walk to the BYU Tanner Building/ELC/a bunch of restaurants. There’s a gym and basketball court at the apartment complex if you like working out or hooping."
597,4 beds · 2 bath · Apartment,$385 / Month,I need to sell this contract like ASAP! I have been married for a month and a half now and cant pay this rent anymore! It is a great place to live. Private bedroom and great roommates. You only share a bathroom with one other person. Message me if you a interested or have questions!
598,2 Women's contracts at The Branbury,"$384 · Provo, UT","My roommate and I are selling our Sp/Su contracts at The Branbury ASAP! Mine is already renewed for Fall 2020 and hers is renewable!
- Shared rooms, 2 bed 2 bath
- Perfect location for both BYU and UVU students
- Amazing roommates
- Nice apartment with new floors...


See More"
599,Liberty Square spring/summer contract,"$309 · Provo, UT","Selling my liberty square spring/summer contract at a discounted price! Originally $409 a month. Taking $100 off and selling it for just $309 a month.
Awesome place to live. Great roommates, neighbors, and ward.
Includes pool, hot tub, gym, and more. It's a great place to be."
600,Women! Shared room available 2 1/2 blocks south of Campus!,"$227 · Provo, UT","Adorable cottage in the heart of the social life: 534 S 500 E (Between Liberty Square and The Villages) Off street parking, very clean home with super roommates, This rent rate is good through August."
601,THE COLONY SUMMER CONTRACT,"$245 · Provo, UT","Will pay $100 a month on the remaining contract. Shared room, fantastic roommate.
Highly social complex with pool, basketball, and sand volleyball. Great place, leaving because I just got married. Fantastic place. Laundromat in complex, internet included. Large living space."
602,Woman's Private Room (Available Now!),"$410 · Provo, UT","Spacious Private Room, $410 a month + utilities
APRIL RENT IS ALREADY PAID FOR
5 minute walk to BYU (Apartment is south campus)!...

















See More"
603,Looking for housing,"$600 · Provo, UT",My brother and I are looking for a place in Provo with a contract starting this August. Any recommendations?
604,2 beds · 1 bath · Apartment/Condo,$330 / Month,BYU APPROVED STUDENT HOUSING. Spring and/or Summer contract available! I WILL PAY UTILITIES! Message me for details.
605,Married housing available: 2 bedroom/1 bath apartment for rent,"$985 · Eagle Mountain, UT","Married Housing: 2 bedroom, 1 bath apartment available end of May. Located in Provo off center street. New tile in kitchen, New carpet, fresh paint, and washer and dryer included. Located close to I-15, Smith's grocery store, the Provo Rec Center and several cute parks. This cute apartment is right off center street close to dining and local events. Close to BYU campus.
Available the end of May. You may contact the manager at 801-707-5909 or comment below for further information."
606,ISO Cheap room for the summer,"$200 · Provo, UT",I'm looking for a room with few roommates. The fewer the better. I'd like to move in mid-May and be done in August. DM me. Thanks
607,4 beds · 2 bath · Apartment,$364 / Month,"Available May 1st and goes until August 2020. Men’s shared room inside a two bedroom apartment (there are 4 people total) at the Branbury. The pictures are of a model apartment. The kitchen, the dining room and the bathrooms are linoleum and the rest is carpeted. $364 after flat rate utilities. Great roommates. Pool, hot tub, gym, and one free salon service per month. Great ward with great bishopric. Message me if you’re interested!"
608,4 beds · 2 bath · Apartment,$299 / Month,"**DISCOUNTED**
Selling my contract at Old Academy for $299 a month (normally $550) until August! Private room, large living area, 3 min walk to campus, underground parking, and no roommates are living there!!"
609,4 beds · 2 bath · Apartment,$369,"Selling my contract at the Branbury for Spring-Summer! Contract ends in August. 4 private bedrooms and 2 bathroom apartment. I am willing to pay $100 each month to make the private room only $369 a month, utilities included. Willing to make more arrangements. Contact me if interested!
- 3 chill, nice, and very clean roommates.
- BYU/UVU approved housing...
See More"
